UserID,No_of_days_Visited_7_Days,No_Of_Products_Viewed_15_Days,User_Vintage,Most_Viewed_product_15_Days,Most_Active_OS,Recently_Viewed_Product,Pageloads_last_7_days,Clicks_last_7_days
U111552,1,1,19.0,Pr100052,android,P12345,1,0
U111553,2,2,18.0,Pr100287,android,P12345,2,0
U111554,4,4,3.0,Pr100850,windows,P12345,2,2
U111555,1,8,8.0,Pr100640,android,P12345,1,0
U111556,1,1,3.0,Pr100086,windows,P12345,1,0
U111557,8,8,3.0,Pr100200,windows,P12345,1,7
U111558,6,10,21.0,Pr101039,android,P12345,6,0
U111559,39,39,3.0,Product101,windows,P12345,5,34
U111560,2,2,3.0,Pr100184,android,P12345,2,0
U111561,1,1,3.0,Pr100269,windows,P12345,1,0
U111562,19,21,19.0,Pr100432,windows,P12345,6,13
U111563,7,10,17.0,Product101,mac os x,P12345,4,3
U111564,0,1,9.0,Pr100190,android,P12345,0,0
U111565,2,2,19.0,Pr100028,windows,P12345,1,1
U111566,2,20,221.0,Product101,windows,P12345,1,1
U111567,0,1,10.0,Pr100017,android,P12345,0,0
U111568,4,4,18.0,Pr100758,windows,P12345,3,1
U111569,3,4,13.0,Pr100576,linux,P12345,3,0
U111570,0,0,16.0,Product101,android,P12345,0,0
U111571,1,1,7875.0,Pr100021,mac os x,P12345,1,0
U111572,23,23,4.0,Pr100406,mac os x,P12345,5,18
U111573,1,1,3.0,Pr100102,windows,P12345,1,0
U111574,0,3,12.0,Pr101637,android,P12345,0,0
U111575,2,2,18.0,Pr100428,mac os x,P12345,2,0
U111576,0,1,15.0,Pr100018,windows,P12345,0,0
U111577,7,8,21.0,Pr101240,mac os x,P12345,2,5
U111580,500,506,8120.0,Product101,windows,P12345,152,348
U111581,9,9,5.0,Pr100977,windows,P12345,4,5
U111582,4,4,3.0,Pr100402,windows,P12345,2,2
U111583,1,1,3.0,Product101,linux,P12345,0,1
U111584,2,2,3.0,Pr100823,linux,P12345,1,1
U111585,0,0,20.0,Product101,windows,P12345,0,0
U111586,1,14,8.0,Pr103207,android,P12345,1,0
U111587,1,1,4.0,Product101,android,P12345,1,0
U111588,30,30,546.0,Pr100136,windows,P12345,2,28
U111589,3,6,6207.0,Pr100664,android,P12345,3,0
U111590,3,22,4372.0,Product101,windows,P12345,2,1
U111591,3,3,3.0,Pr100241,mac os x,P12345,3,0
U111592,2,9,21.0,Pr102576,windows,P12345,2,0
U111593,2,2,3.0,Pr100470,android,P12345,2,0
U111594,9,9,3.0,Pr100200,android,P12345,1,8
U111595,3,13,5463.0,Pr100390,windows,P12345,0,3
U111596,4,5,14.0,Pr100705,android,P12345,3,1
U111597,4,4,2194.0,Pr100085,android,P12345,1,3
U111598,1,1,3.0,Pr100017,windows,P12345,1,0
U111599,1,1,20.0,Pr100073,android,P12345,1,0
U111600,3,3,3.0,Pr100017,windows,P12345,1,2
U111601,4,9,10.0,Pr101864,windows,P12345,2,2
U111602,6,12,18.0,Product101,windows,P12345,5,1
U111603,5,5,953.0,Product101,android,P12345,4,1
U111604,3,4,18.0,Pr101039,android,P12345,2,1
U111605,1,1,3.0,Pr100047,android,P12345,1,0
U111606,0,1,10.0,Pr100258,android,P12345,0,0
U111607,2,13,8.0,Product101,windows,P12345,1,1
U111608,3,3,3.0,Pr101472,windows,P12345,1,2
U111609,8,10,19.0,Pr101203,windows,P12345,5,3
U111610,23,25,16.0,Pr100166,windows,P12345,12,11
U111611,90,90,6.0,Pr101422,windows,P12345,8,82
U111612,1,1,3.0,Pr100010,android,P12345,1,0
U111613,0,1,14.0,Pr102072,android,P12345,0,0
U111614,1,1,3.0,Pr101864,android,P12345,1,0
U111615,2,6,14.0,Pr100859,windows,P12345,2,0
U111616,0,0,0.0,Product101,windows,P12345,0,0
U111617,5,5,3.0,Product101,windows,P12345,3,2
U111618,2,2,3.0,Pr100470,android,P12345,1,1
U111619,11,19,696.0,Product101,windows,P12345,3,8
U111621,4,4,3.0,Pr101495,windows,P12345,2,2
U111622,125,138,21.0,Pr108372,windows,P12345,30,95
U111623,8,8,7.0,Product101,windows,P12345,6,2
U111624,1,3,19.0,Pr100481,android,P12345,0,1
U111625,2,2,3.0,Pr100476,windows,P12345,2,0
U111626,3,15,21.0,Pr100872,windows,P12345,3,0
U111627,9,9,3.0,Pr100232,windows,P12345,5,4
U111628,4,4,16.0,Pr101041,android,P12345,2,2
U111629,5,5,3.0,Product101,windows,P12345,2,3
U111630,3,3,3.0,Pr101064,windows,P12345,2,1
U111631,12,35,17.0,Product101,windows,P12345,9,3
U111632,20,20,491.0,Pr101490,mac os x,P12345,3,17
U111633,29,29,18.0,Pr104824,linux,P12345,19,10
U111634,1,1,3.0,Product101,mac os x,P12345,0,1
U111635,31,46,4031.0,Product101,windows,P12345,5,26
U111636,1,1,16.0,Pr100279,windows,P12345,1,0
U111637,1,1,17.0,Pr100198,windows,P12345,1,0
U111638,1,3,11.0,Pr100317,android,P12345,1,0
U111639,2,2,6.0,Pr100965,android,P12345,1,1
U111640,1,1,3.0,Pr100470,android,P12345,1,0
U111641,10,10,20.0,Product101,mac os x,P12345,4,6
U111642,17,17,3.0,Pr103056,windows,P12345,8,9
U111643,6,6,4.0,Pr100908,mac os x,P12345,1,5
U111644,4,4,3.0,Pr100039,android,P12345,2,2
U111645,3,3,21.0,Pr102063,android,P12345,3,0
U111646,16,35,14.0,Pr100390,windows,P12345,7,9
U111647,2,4,12.0,Product101,windows,P12345,2,0
U111648,22,22,1717.0,Product101,windows,P12345,6,16
U111649,5,5,19.0,Pr101111,windows,P12345,2,3
U111650,2,2,3.0,Pr100086,windows,P12345,1,1
U111651,16,27,9.0,Product101,windows,P12345,11,5
U111652,1,2,16.0,Pr100226,windows,P12345,1,0
U111653,6,6,18.0,Pr102060,windows,P12345,4,2
U111654,5,41,21.0,Product101,mac os x,P12345,3,2
U111655,2,5,16.0,Product101,windows,P12345,1,1
U111656,1,1,21.0,Product101,windows,P12345,0,1
U111657,64,64,6.0,Product101,windows,P12345,27,37
U111658,15,24,14.0,Pr100881,ubuntu,P12345,2,13
U111659,2,2,3.0,Pr100001,windows,P12345,2,0
U111660,1,1,3.0,Pr100086,windows,P12345,1,0
U111661,1,31,19.0,Product101,windows,P12345,1,0
U111662,4,4,20.0,Pr100369,android,P12345,1,3
U111664,2,2,3.0,Pr100036,android,P12345,2,0
U111666,1,7,21.0,Pr100250,windows,P12345,0,1
U111667,3,3,3.0,Pr100340,windows,P12345,2,1
U111668,1,4,18.0,Pr101188,linux,P12345,1,0
U111669,2,2,7.0,Pr100073,android,P12345,2,0
U111670,1,2,16.0,Pr101249,android,P12345,1,0
U111671,2,2,3.0,Pr100102,android,P12345,2,0
U111672,1,1,3.0,Pr100027,windows,P12345,1,0
U111673,0,0,21.0,Product101,mac os x,P12345,0,0
U111674,1,4,19.0,Pr100312,mac os x,P12345,1,0
U111675,1,4,14.0,Pr100017,windows,P12345,1,0
U111676,1,1,3.0,Pr101198,windows,P12345,1,0
U111677,2,2,4.0,Pr100286,windows,P12345,2,0
U111678,1,1,19.0,Pr100994,android,P12345,1,0
U111679,1,1,21.0,Pr100994,android,P12345,1,0
U111680,0,11,17.0,Product101,windows,P12345,0,0
U111681,3,3,4.0,Product101,windows,P12345,2,1
U111682,2,2,4.0,Pr100348,windows,P12345,1,1
U111684,1,1,4.0,Pr101421,android,P12345,1,0
U111685,1,1,4.0,Product101,windows,P12345,0,1
U111686,19,19,7.0,Pr102558,android,P12345,9,10
U111687,2,16,17.0,Product101,linux,P12345,1,1
U111688,7,7,21.0,Pr101689,windows,P12345,1,6
U111689,2,3,13.0,Pr100500,android,P12345,2,0
U111690,9,9,21.0,Pr100489,windows,P12345,3,6
U111691,1,1,4.0,Pr100793,android,P12345,1,0
U111692,0,0,21.0,Product101,windows,P12345,0,0
U111693,5,5,4.0,Product101,mac os x,P12345,0,5
U111694,1,1,4.0,Pr100071,windows,P12345,1,0
U111695,3,3,4.0,Pr101207,android,P12345,3,0
U111696,2,2,4.0,Pr100366,mac os x,P12345,1,1
U111698,1,1,4.0,Pr101122,android,P12345,1,0
U111699,1,1,4.0,Pr100017,windows,P12345,1,0
U111700,1,1,4.0,Pr101526,ios,P12345,1,0
U111701,2,2,4.0,Pr102203,android,P12345,2,0
U111702,19,19,16.0,Pr105864,windows,P12345,11,8
U111703,0,0,19.0,Product101,windows,P12345,0,0
U111704,2,10,18.0,Product101,mac os x,P12345,2,0
U111705,8,8,4.0,Pr100102,android,P12345,4,4
U111706,2,3,13.0,Product101,windows,P12345,2,0
U111707,2,2,4.0,Pr100086,windows,P12345,1,1
U111708,1,56,19.0,Product101,windows,P12345,1,0
U111709,1,1,6.0,Product101,android,P12345,1,0
U111710,2,12,21.0,Product101,android,P12345,2,0
U111711,8,21,16.0,Pr107620,android,P12345,4,4
U111712,1,1,21.0,Pr100612,android,P12345,1,0
U111713,3,3,4.0,Product101,android,P12345,3,0
U111714,13,29,21.0,Product101,windows,P12345,7,6
U111716,3,9,10.0,Product101,windows,P12345,3,0
U111717,2,2,6.0,Pr100133,mac os x,P12345,2,0
U111718,119,119,6251.0,Product101,windows,P12345,29,90
U111719,1,1,4.0,Product101,android,P12345,0,1
U111720,2,3,13.0,Pr100803,mac os x,P12345,2,0
U111721,1,1,21.0,Pr100735,windows,P12345,1,0
U111722,3,3,5.0,Product101,android,P12345,2,1
U111723,17,22,21.0,Product101,windows,P12345,12,5
U111724,0,6,15.0,Product101,android,P12345,0,0
U111725,3,6,9.0,Product101,android,P12345,2,1
U111726,1,5,20.0,Pr100401,windows,P12345,1,0
U111727,1,1,16.0,Pr100352,android,P12345,1,0
U111728,12,12,5863.0,Pr102386,windows,P12345,8,4
U111729,6,8,19.0,Product101,linux,P12345,5,1
U111730,2,2,4.0,Pr101611,windows,P12345,1,1
U111731,8,53,10.0,Product101,windows,P12345,8,0
U111732,1,1,4.0,Pr100039,android,P12345,1,0
U111733,1,1,4.0,Pr100166,mac os x,P12345,1,0
U111734,1,1,4.0,Pr100257,windows,P12345,1,0
U111735,0,0,0.0,Product101,mac os x,P12345,0,0
U111736,42,42,4.0,Pr100003,windows,P12345,6,36
U111737,11,15,13.0,Pr101032,windows,P12345,7,4
U111738,3,3,4.0,Product101,windows,P12345,0,3
U111739,0,2,8.0,Pr100003,windows,P12345,0,0
U111740,3,8,17.0,Pr100341,windows,P12345,2,1
U111741,2,4,9.0,Pr100466,android,P12345,2,0
U111742,1,1,4.0,Pr100197,windows,P12345,1,0
U111743,4,7,12.0,Pr100723,android,P12345,4,0
U111744,1,1,4.0,Product101,mac os x,P12345,0,1
U111745,1,1,4.0,Pr100642,windows,P12345,1,0
U111746,1,3,19.0,Pr101478,android,P12345,1,0
U111747,1,1,4.0,Pr100636,windows,P12345,1,0
U111748,1,1,19.0,Pr100166,windows,P12345,1,0
U111749,1,13,12.0,Pr101611,linux,P12345,1,0
U111750,0,0,5447.0,Product101,windows,P12345,0,0
U111751,16,50,13.0,Product101,windows,P12345,5,11
U111752,1,1,16.0,Product101,android,P12345,1,0
U111753,8,8,4.0,Pr100083,windows,P12345,4,4
U111754,6,6,4.0,Pr101163,windows,P12345,3,3
U111755,1,1,4.0,Pr100080,windows,P12345,1,0
U111756,9,9,21.0,Product101,windows,P12345,2,7
U111757,10,26,20.0,Pr100357,windows,P12345,2,8
U111758,4,4,4.0,Pr100245,android,P12345,1,3
U111759,2,13,16.0,Pr100928,android,P12345,2,0
U111760,2,3,15.0,Pr100505,android,P12345,2,0
U111761,88,97,21.0,Product101,windows,P12345,50,38
U111762,2,4,9.0,Product101,windows,P12345,2,0
U111763,20,20,6.0,Pr100513,windows,P12345,7,13
U111764,1,6,10.0,Pr101832,android,P12345,1,0
U111765,1,1,4.0,Pr100277,windows,P12345,1,0
U111767,1,1,621.0,Product101,android,P12345,0,1
U111768,1,1,21.0,Pr100333,android,P12345,1,0
U111769,3,9,21.0,Pr101003,windows,P12345,1,2
U111770,1,1,4.0,Pr100020,linux,P12345,1,0
U111771,4,4,4.0,Product101,windows,P12345,3,1
U111772,1,2,18.0,Pr100286,windows,P12345,0,1
U111773,1,1,4.0,Pr100147,windows,P12345,1,0
U111774,2,5,20.0,Pr100833,mac os x,P12345,1,1
U111775,1,2,12.0,Pr100044,ubuntu,P12345,1,0
U111777,5,5,17.0,Product101,windows,P12345,4,1
U111778,1,1,4.0,Pr100039,android,P12345,1,0
U111779,2,3,16.0,Product101,android,P12345,2,0
U111780,2,2,4.0,Pr100177,android,P12345,1,1
U111781,1,1,4.0,Pr100152,windows,P12345,1,0
U111782,7,9,21.0,Product101,android,P12345,7,0
U111783,3,3,21.0,Pr101744,windows,P12345,3,0
U111784,9,9,21.0,Pr101298,mac os x,P12345,7,2
U111785,36,37,16.0,Pr104606,windows,P12345,5,31
U111786,4,7,8.0,Pr100286,windows,P12345,1,3
U111787,8,8,19.0,Pr100390,windows,P12345,5,3
U111788,4,4,4.0,Pr101901,windows,P12345,2,2
U111789,5,5,4.0,Pr100102,windows,P12345,2,3
U111790,2,2,4.0,Pr101017,mac os x,P12345,1,1
U111791,0,2,20.0,Pr100479,windows,P12345,0,0
U111792,6,6,6.0,Pr101288,windows,P12345,4,2
U111793,1,1,4.0,Pr100911,mac os x,P12345,1,0
U111794,6,8,11.0,Product101,windows,P12345,4,2
U111796,3,3,19.0,Pr100500,windows,P12345,2,1
U111797,0,1,10.0,Pr100258,windows,P12345,0,0
U111798,0,0,18.0,Product101,android,P12345,0,0
U111799,56,56,4.0,Product101,windows,P12345,16,40
U111800,0,1,14.0,Pr102292,windows,P12345,0,0
U111801,13,23,16.0,Product101,windows,P12345,8,5
U111802,1,2,9.0,Pr100715,android,P12345,1,0
U111803,30,30,5298.0,Product101,windows,P12345,14,16
U111804,1,1,4.0,Pr100017,android,P12345,1,0
U111805,3,3,20.0,Pr100802,windows,P12345,3,0
U111806,8,8,4.0,Product101,android,P12345,6,2
U111807,14,58,581.0,Product101,windows,P12345,5,9
U111808,31,36,21.0,Product101,windows,P12345,14,17
U111809,1,1,4.0,Pr100052,windows,P12345,1,0
U111810,1,1,4.0,Pr100469,ios,P12345,1,0
U111811,0,2,14.0,Pr100350,linux,P12345,0,0
U111812,3,3,7.0,Pr100788,android,P12345,3,0
U111813,1,10,17.0,Pr100574,windows,P12345,1,0
U111814,19,26,20.0,Pr102194,windows,P12345,3,16
U111815,1,1,4.0,Pr101151,windows,P12345,1,0
U111816,2,2,4.0,Pr101694,android,P12345,2,0
U111817,10,10,4.0,Pr100257,windows,P12345,5,5
U111819,3,3,4.0,Pr101651,windows,P12345,2,1
U111820,3,7,20.0,Product101,mac os x,P12345,1,2
U111821,21,35,18.0,Product101,android,P12345,17,4
U111822,4,4,21.0,Pr100209,windows,P12345,1,3
U111823,2,3,9.0,Pr100474,windows,P12345,2,0
U111824,104,104,19.0,Product101,windows,P12345,15,89
U111825,2,2,4.0,Pr100367,windows,P12345,1,1
U111826,7,8,13.0,Pr100102,windows,P12345,0,7
U111827,3,3,20.0,Product101,linux,P12345,3,0
U111828,4,4,6.0,Pr100254,windows,P12345,2,2
U111829,2,2,4.0,Pr100060,windows,P12345,1,1
U111830,7,7,4.0,Pr100493,windows,P12345,2,5
U111831,0,1,13.0,Pr100406,android,P12345,0,0
U111832,1,1,20.0,Pr100342,android,P12345,1,0
U111833,3,3,4.0,Pr102648,android,P12345,1,2
U111834,2,2,21.0,Pr100859,windows,P12345,2,0
U111835,1,14,14.0,Product101,mac os x,P12345,1,0
U111836,1,1,21.0,Pr100279,android,P12345,1,0
U111837,6,6,5047.0,Product101,android,P12345,4,2
U111838,1,1,4.0,Pr100102,ios,P12345,1,0
U111839,3,3,7.0,Product101,android,P12345,2,1
U111840,2,3,12.0,Product101,windows,P12345,1,1
U111841,0,11,10.0,Pr100017,android,P12345,0,0
U111842,3,4,17.0,Pr100732,windows,P12345,3,0
U111843,4,7,21.0,Pr105789,windows,P12345,2,2
U111844,2,5,15.0,Product101,windows,P12345,2,0
U111846,1,1,4.0,Product101,windows,P12345,0,1
U111847,2,4,11.0,Pr100337,mac os x,P12345,2,0
U111848,1,42,15.0,Product101,windows,P12345,1,0
U111849,0,2,14.0,Product101,windows,P12345,0,0
U111850,4,4,18.0,Pr100642,windows,P12345,4,0
U111851,4,9,10.0,Product101,windows,P12345,2,2
U111852,6,36,21.0,Product101,windows,P12345,3,3
U111853,5,8,20.0,Pr108447,windows,P12345,3,2
U111854,1,1,4.0,Pr101039,android,P12345,1,0
U111855,2,9,13.0,Pr101355,windows,P12345,2,0
U111856,22,23,15.0,Pr100312,android,P12345,6,16
U111857,1,1,6.0,Pr105973,windows,P12345,1,0
U111858,3,6,15.0,Pr100721,mac os x,P12345,2,1
U111859,2,2,20.0,Pr101049,mac os x,P12345,1,1
U111860,0,2,12.0,Pr100750,windows,P12345,0,0
U111861,0,33,15.0,Pr100294,windows,P12345,0,0
U111862,0,0,0.0,Product101,windows,P12345,0,0
U111863,54,54,4.0,Product101,windows,P12345,21,33
U111864,5,6,10.0,Pr100436,windows,P12345,4,1
U111865,60,70,12.0,Pr101838,windows,P12345,10,50
U111866,1,40,16.0,Product101,windows,P12345,0,1
U111867,16,16,20.0,Pr100200,windows,P12345,1,15
U111868,2,2,5.0,Pr101256,ios,P12345,1,1
U111869,0,1,21.0,Pr100027,windows,P12345,0,0
U111870,3,3,4.0,Pr104534,android,P12345,3,0
U111871,16,29,8.0,Pr100910,windows,P12345,10,6
U111872,2,2,20.0,Pr100102,android,P12345,2,0
U111873,0,9,12.0,Pr101226,ios,P12345,0,0
U111874,10,10,4.0,Pr100522,windows,P12345,2,8
U111875,1,1,4.0,Product101,windows,P12345,1,0
U111876,2,2,4.0,Pr101188,android,P12345,1,1
U111877,17,17,4.0,Pr101879,android,P12345,8,9
U111878,2,5,21.0,Pr100134,windows,P12345,0,2
U111879,0,0,0.0,Product101,windows,P12345,0,0
U111880,13,13,18.0,Product101,windows,P12345,7,6
U111881,1,1,4.0,Product101,android,P12345,1,0
U111882,4,7,20.0,Product101,android,P12345,4,0
U111883,2,2,4.0,Pr100152,android,P12345,1,1
U111884,0,3,14.0,Product101,windows,P12345,0,0
U111885,0,20,21.0,Product101,windows,P12345,0,0
U111886,5,8,15.0,Pr100569,mac os x,P12345,1,4
U111887,3,12,17.0,Pr100906,mac os x,P12345,2,1
U111888,2,2,4.0,Pr100184,android,P12345,2,0
U111889,1,1,4.0,Product101,android,P12345,0,1
U111890,2,2,4.0,Product101,android,P12345,2,0
U111891,0,0,20.0,Product101,windows,P12345,0,0
U111892,1,1,4.0,Product101,android,P12345,1,0
U111893,4,4,1071.0,Product101,mac os x,P12345,2,2
U111894,26,26,6.0,Pr106600,windows,P12345,16,10
U111895,6,6,4.0,Pr101298,linux,P12345,3,3
U111896,2,8,16.0,Pr100023,android,P12345,2,0
U111897,3,4,13.0,Pr100357,android,P12345,1,2
U111898,2,2,4.0,Pr100017,windows,P12345,1,1
U111899,0,1,14.0,Pr100128,windows,P12345,0,0
U111900,6,6,6.0,Product101,windows,P12345,0,6
U111901,1,1,4.0,Product101,windows,P12345,0,1
U111902,0,0,0.0,Product101,android,P12345,0,0
U111903,1,1,4.0,Product101,android,P12345,0,1
U111904,4,4,4.0,Pr100244,windows,P12345,1,3
U111905,2,2,4.0,Pr100348,windows,P12345,2,0
U111906,3,3,18.0,Pr101425,mac os x,P12345,2,1
U111907,16,151,3439.0,Product101,android,P12345,13,3
U111908,9,9,4.0,Pr104478,android,P12345,6,3
U111909,1,2,8.0,Pr101188,windows,P12345,1,0
U111910,11,11,4.0,Product101,android,P12345,2,9
U111911,5,5,6.0,Pr100753,windows,P12345,4,1
U111912,2,4,21.0,Pr100428,windows,P12345,2,0
U111913,34,50,18.0,Product101,windows,P12345,11,23
U111914,0,0,0.0,Product101,android,P12345,0,0
U111915,3,3,20.0,Pr100497,windows,P12345,1,2
U111916,4,4,17.0,Product101,windows,P12345,2,2
U111917,2,2,4.0,Pr100312,windows,P12345,2,0
U111919,6,6,16.0,Pr102519,android,P12345,3,3
U111920,9,17,19.0,Product101,windows,P12345,1,8
U111921,1,1,4.0,Pr100102,windows,P12345,1,0
U111922,23,23,7.0,Product101,windows,P12345,3,20
U111923,8,8,4.0,Pr105480,windows,P12345,3,5
U111924,5,20,9.0,Product101,windows,P12345,1,4
U111925,3,3,4.0,Pr100522,linux,P12345,1,2
U111926,2,3,8.0,Product101,android,P12345,2,0
U111927,39,99,8831.0,Product101,windows,P12345,18,21
U111928,1,3,14.0,Pr100095,windows,P12345,1,0
U111929,0,0,0.0,Product101,android,P12345,0,0
U111930,20,21,4800.0,Pr100515,windows,P12345,6,14
U111931,10,10,4.0,Pr101505,windows,P12345,3,7
U111932,9,13,15.0,Pr100153,windows,P12345,1,8
U111933,2,2,4.0,Pr100950,windows,P12345,1,1
U111934,0,3,9.0,Pr102602,android,P12345,0,0
U111935,1,2,15.0,Pr100870,android,P12345,1,0
U111936,80,80,4.0,Product101,windows,P12345,35,45
U111937,0,3,12.0,Product101,windows,P12345,0,0
U111938,1,1,4.0,Pr100082,android,P12345,1,0
U111939,9,9,4.0,Pr100405,windows,P12345,5,4
U111940,8,8,4.0,Pr100102,android,P12345,2,6
U111942,2,4,12.0,Pr100166,android,P12345,1,1
U111943,38,40,16.0,Product101,windows,P12345,12,26
U111944,0,1,12.0,Pr101701,android,P12345,0,0
U111945,0,0,0.0,Product101,windows,P12345,0,0
U111946,9,9,4.0,Pr105830,windows,P12345,7,2
U111947,2,7,20.0,Pr101108,mac os x,P12345,2,0
U111948,2,2,4.0,Pr100471,windows,P12345,1,1
U111949,17,31,19.0,Product101,windows,P12345,10,7
U111950,9,11,10.0,Pr100051,mac os x,P12345,9,0
U111951,1,1,4.0,Product101,mac os x,P12345,0,1
U111952,118,118,6.0,Product101,android,P12345,52,66
U111953,1,1,4.0,Pr102205,android,P12345,1,0
U111954,0,0,0.0,Product101,windows,P12345,0,0
U111955,3,3,7.0,Pr100870,windows,P12345,2,1
U111956,1,4,21.0,Pr100515,windows,P12345,1,0
U111957,0,1,12.0,Pr100014,mac os x,P12345,0,0
U111958,0,0,0.0,Product101,mac os x,P12345,0,0
U111959,5,5,4.0,Pr100251,android,P12345,5,0
U111960,1,1,4.0,Pr100036,windows,P12345,1,0
U111961,0,1,14.0,Pr100760,windows,P12345,0,0
U111962,4,5,14.0,Pr101882,windows,P12345,2,2
U111963,7,7,4.0,Pr100522,windows,P12345,1,6
U111964,15,15,4.0,Pr100017,android,P12345,7,8
U111965,3,3,17.0,Pr100369,android,P12345,2,1
U111966,2,2,19.0,Pr100073,android,P12345,2,0
U111967,1,6,10.0,Pr100614,windows,P12345,0,1
U111968,12,12,4.0,Product101,windows,P12345,2,10
U111969,1,1,4.0,Pr100044,windows,P12345,1,0
U111970,0,0,0.0,Product101,windows,P12345,0,0
U111971,1,1,21.0,Product101,windows,P12345,0,1
U111972,3,3,6.0,Pr101181,android,P12345,3,0
U111973,1,1,4.0,Pr100472,android,P12345,1,0
U111974,1,1,18.0,Pr100369,android,P12345,1,0
U111976,0,1,20.0,Pr100205,windows,P12345,0,0
U111977,0,0,0.0,Product101,windows,P12345,0,0
U111978,2,2,4.0,Pr100446,windows,P12345,1,1
U111979,0,0,20.0,Product101,android,P12345,0,0
U111980,2,2,4.0,Pr100470,android,P12345,1,1
U111981,10,17,8107.0,Product101,windows,P12345,7,3
U111982,13,13,6507.0,Product101,windows,P12345,11,2
U111983,2,2,4.0,Pr100102,android,P12345,1,1
U111984,1,1,4.0,Product101,android,P12345,1,0
U111986,3,7,21.0,Pr100535,android,P12345,1,2
U111987,6,23,21.0,Pr100569,windows,P12345,4,2
U111988,4,8,21.0,Pr100803,android,P12345,4,0
U111989,2,6,11.0,Pr100773,windows,P12345,1,1
U111990,5,5,4.0,Pr100102,android,P12345,3,2
U111991,5,5,4.0,Pr100102,android,P12345,2,3
U111992,1,1,4.0,Pr100018,windows,P12345,1,0
U111993,1,1,4.0,Pr100055,windows,P12345,1,0
U111994,0,0,20.0,Product101,android,P12345,0,0
U111995,1,2,17.0,Pr100319,android,P12345,1,0
U111996,1,3,19.0,Product101,windows,P12345,1,0
U111997,1,1,4.0,Product101,mac os x,P12345,0,1
U111998,0,0,0.0,Product101,windows,P12345,0,0
U111999,2,2,4.0,Pr100027,windows,P12345,1,1
U112000,1,8,13.0,Pr101441,windows,P12345,1,0
U112001,0,1,21.0,Pr100241,windows,P12345,0,0
U112002,2,2,4.0,Pr100986,android,P12345,1,1
U112003,1,1,4.0,Product101,windows,P12345,0,1
U112004,1,1,4.0,Pr100017,android,P12345,1,0
U112006,6,14,21.0,Product101,windows,P12345,4,2
U112007,3,5,8.0,Product101,windows,P12345,3,0
U112008,0,1,18.0,Pr100134,windows,P12345,0,0
U112009,6,12,21.0,Pr102519,android,P12345,4,2
U112010,6,6,19.0,Pr100086,windows,P12345,1,5
U112011,7,7,21.0,Pr100923,windows,P12345,1,6
U112012,6,10,13.0,Product101,mac os x,P12345,4,2
U112013,3,3,4.0,Pr100102,android,P12345,1,2
U112014,45,251,11.0,Product101,windows,P12345,7,38
U112015,17,17,4.0,Pr100558,android,P12345,5,12
U112016,0,0,0.0,Product101,windows,P12345,0,0
U112017,60,60,4.0,Product101,windows,P12345,11,49
U112018,1,1,4.0,Pr100134,windows,P12345,1,0
U112019,1,1,20.0,Pr100063,windows,P12345,1,0
U112021,1,1,4.0,Pr100257,windows,P12345,1,0
U112022,4,4,19.0,Pr100330,windows,P12345,2,2
U112023,16,18,17.0,Product101,windows,P12345,10,6
U112024,1,3,2270.0,Pr100470,windows,P12345,1,0
U112025,1,1,4.0,Pr100208,windows,P12345,1,0
U112026,1,3,13.0,Pr100058,windows,P12345,0,1
U112027,34,45,15.0,Product101,mac os x,P12345,5,29
U112028,1,1,4.0,Pr100724,windows,P12345,1,0
U112029,0,46,11.0,Product101,windows,P12345,0,0
U112030,31,31,892.0,Product101,android,P12345,8,23
U112031,3,6,21.0,Pr100307,android,P12345,2,1
U112032,2,2,4.0,Pr100487,windows,P12345,1,1
U112033,2,2,4.0,Pr100470,android,P12345,2,0
U112034,6,6,20.0,Pr100578,windows,P12345,3,3
U112035,9,11,19.0,Product101,android,P12345,3,6
U112036,37,59,7690.0,Product101,android,P12345,16,21
U112037,1,1,4.0,Product101,windows,P12345,0,1
U112038,3,3,4.0,Pr100054,windows,P12345,2,1
U112039,3,4,16.0,Pr100864,windows,P12345,2,1
U112040,5,7,15.0,Pr100277,mac os x,P12345,2,3
U112041,0,0,17.0,Product101,android,P12345,0,0
U112042,24,24,4.0,Pr100102,android,P12345,6,18
U112043,1,1,4.0,Product101,windows,P12345,0,1
U112044,1,1,20.0,Pr100885,windows,P12345,1,0
U112045,9,9,4.0,Pr100200,windows,P12345,1,8
U112046,3,19,13.0,Pr100202,windows,P12345,3,0
U112047,48,48,4.0,Pr100883,linux,P12345,8,40
U112048,3,11,17.0,Pr101181,android,P12345,1,2
U112049,6,10,20.0,Pr101744,ios,P12345,3,3
U112050,2,3,11.0,Pr100301,android,P12345,1,1
U112051,3,3,21.0,Pr101624,windows,P12345,1,2
U112052,0,2,20.0,Pr100254,windows,P12345,0,0
U112053,8,14,10.0,Product101,windows,P12345,4,4
U112054,12,12,5.0,Product101,windows,P12345,3,9
U112055,1,1,16.0,Pr100102,ios,P12345,1,0
U112056,40,87,19.0,Pr108357,android,P12345,6,34
U112057,0,2,17.0,Pr102072,android,P12345,0,0
U112058,21,31,5483.0,Pr100390,windows,P12345,10,11
U112060,10,10,19.0,Pr100149,windows,P12345,6,4
U112061,1,1,4.0,Pr100102,android,P12345,1,0
U112062,13,13,19.0,Product101,android,P12345,4,9
